,dt,weekday,year,id_driver,id_carrier_number,dim_carrier_type,dim_carrier_company_name,home_base_city,home_base_state,carrier_trucks,num_trucks,interested_in_drayage,port_qualified,signup_source,ts_signup,ts_first_approved,days_signup_to_approval,driver_with_twic,dim_preferred_lanes,first_load_date,load_day,loads,marketplace_loads_otr,marketplace_loads_atlas,marketplace_loads,brokerage_loads_otr,brokerage_loads_atlas,brokerage_loads
83507,2019-10-15,Tuesday,2019,14230,U0102503,Owner Operator,QJ Trucking inc,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-09-11 23:14:29+00:00,2019-09-25 21:11:33+00:00,378.0,no,,2018-12-28,2019-10-15,1,3,0,3,74,0,74
83508,2019-07-24,Wednesday,2019,16175,C0093385,Fleet,Vasamago  Trucking  Inc.,Los Angeles,CA,"[""dryvan""]",8.0,not specified,no,Other,2018-10-21 21:23:20+00:00,2019-08-05 16:27:49+00:00,287.0,no,,2018-11-15,2019-07-24,1,71,2,73,5,0,5
83509,2020-10-23,Friday,2020,32076,U0119174,Owner Operator,Bunny transport,Lynwood,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-12-27 12:37:32+00:00,2020-01-14 01:47:40+00:00,17.0,yes,,2020-02-06,2020-10-23,4,0,581,581,0,5,5
83510,2021-01-06,Wednesday,2021,12282,C0092425,Fleet,Cabuto Transport,Colton,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-06-18 23:31:17+00:00,2020-09-16 19:20:21+00:00,820.0,no,,2020-09-25,2021-01-06,1,0,0,0,85,0,85
83511,2020-07-20,Monday,2020,4516,C0090399,Fleet,ABF FREIGHT,Fort Smith,AR,"[""dryvan""]",2.0,not specified,no,Other,2017-01-10 17:54:42+00:00,,,no,,2018-07-31,2020-07-20,1,0,0,0,1255,0,1255
83512,2019-04-09,Tuesday,2019,15784,C0093475,Fleet,SPJ TRANSPORT LLC,Downey,CA,"[""dryvan"", ""poweronly""]",3.0,not specified,no,Other,2018-11-02 17:01:41+00:00,2019-02-08 20:24:20+00:00,98.0,no,,2019-03-28,2019-04-09,2,23,35,58,12,1,13
83513,2020-06-11,Thursday,2020,34469,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-13,2020-06-11,1,0,0,0,0,0,0
83514,2020-09-03,Thursday,2020,4516,C0090399,Fleet,ABF FREIGHT,Fort Smith,AR,"[""dryvan""]",2.0,not specified,no,Other,2017-01-10 17:54:42+00:00,,,no,,2018-07-31,2020-09-03,7,0,0,0,1255,0,1255
83515,2016-05-06,Friday,2016,595,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-22,2016-05-06,1,0,0,0,77,0,77
83516,2019-01-03,Thursday,2019,17524,C0092268,Fleet,"Innovative Transportation, LLC",Lakewood,CA,"[""poweronly"", ""dryvan""]",11.0,not specified,no,Other,2018-05-26 05:44:57+00:00,2019-01-11 18:37:36+00:00,230.0,no,,2019-01-02,2019-01-03,3,22,0,22,7,0,7
83517,2019-07-13,Saturday,2019,18474,C0093547,Fleet,USA Diamonds Trucking,Maywood,CA,"[""poweronly""]",38.0,yes,no,Other,2018-11-12 20:33:34+00:00,2019-03-01 16:49:14+00:00,108.0,no,California (Southern)->California (Northern)|California (Southern)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern),2019-07-03,2019-07-13,1,40,0,40,1,0,1
83518,2018-04-06,Friday,2018,9404,C0091358,Fleet,Exclusive Transport inc,Downey,CA,"[""boxtruck""]",2.0,yes,no,Other,2018-01-15 21:16:33+00:00,2019-02-11 18:33:39+00:00,391.0,no,,2018-01-17,2018-04-06,1,121,0,121,90,0,90
83519,2020-06-24,Wednesday,2020,613,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-03-15,2020-06-24,1,0,0,0,110,0,110
83520,2021-01-30,Saturday,2021,37231,C0098259,Fleet,MAGNA HUB INC,Los Angeles,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-10-01 06:44:29+00:00,2020-11-20 20:08:36+00:00,50.0,no,,2020-12-11,2021-01-30,8,0,0,0,0,350,350
83521,2020-11-21,Saturday,2020,35722,C0093547,Fleet,USA Diamonds Trucking,Maywood,CA,"[""poweronly""]",38.0,yes,no,Other,2018-11-12 20:33:34+00:00,2019-03-01 16:49:14+00:00,108.0,no,California (Southern)->California (Northern)|California (Southern)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern),2020-08-21,2020-11-21,1,58,13,71,3,0,3
83522,2018-12-20,Thursday,2018,13710,C0092859,Fleet,MAXIMUS FREIGHT SOLUTIONS LLC,Carson,CA,"[""poweronly""]",12.0,not specified,no,Other,2018-08-23 17:15:11+00:00,2019-12-04 18:43:30+00:00,468.0,no,,2018-09-14,2018-12-20,4,27,6,33,2,2,4
83523,2020-01-15,Wednesday,2020,28915,C0096563,Fleet,Navarro Trucking Group,Los Angeles,CA,"[""poweronly""]",13.0,yes,yes,Other,2019-09-30 17:35:56+00:00,2019-09-30 17:36:15+00:00,0.0,yes,,2019-10-02,2020-01-15,1,37,96,133,11,10,21
83524,2019-01-22,Tuesday,2019,17851,C0090480,Fleet,Team Express,Long Beach,CA,"[""dryvan""]",2.0,not specified,no,Other,2017-03-01 07:13:08+00:00,,,no,,2019-01-09,2019-01-22,2,29,0,29,8,0,8
83525,2021-02-13,Saturday,2021,34789,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-06-03,2021-02-13,5,0,0,0,0,0,0
83526,2020-02-22,Saturday,2020,29652,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,yes,,2019-10-18,2020-02-22,1,50,113,163,11,39,50
83527,2020-02-04,Tuesday,2020,31557,C0097112,Fleet,FOUNDING FATHERS TRANSPORTATION INC,Burbank,CA,"[""dryvan""]",1.0,not specified,no,Other,2019-11-28 21:23:32+00:00,2019-12-02 17:37:55+00:00,3.0,no,,2020-02-04,2020-02-04,1,1,0,1,0,0,0
83528,2017-08-01,Tuesday,2017,4524,C0090405,Fleet,Daylight Transport,Long Beach,CA,"[""dryvan""]",6.0,not specified,no,Other,2017-01-10 18:27:52+00:00,,,no,,2017-01-20,2017-08-01,2,0,0,0,2671,0,2671
83529,2020-12-15,Tuesday,2020,37246,C0098380,Fleet,MGM Transport,Commerce,CA,"[""poweronly""]",1.0,not specified,no,Other,2020-10-24 00:35:25+00:00,2020-10-24 00:51:02+00:00,0.0,no,,2020-12-15,2020-12-15,1,0,3,3,0,0,0
83530,2019-10-17,Thursday,2019,7562,C0090821,Fleet,werner enterprises,Omaha,NE,"[""dryvan""]",4.0,yes,no,Other,2017-08-16 21:41:51+00:00,2019-08-12 23:05:31+00:00,726.0,no,,2017-08-21,2019-10-17,1,0,0,0,11,0,11
83531,2020-09-23,Wednesday,2020,34308,C0095540,Fleet,WEST COAST SHIPPERS INC,Los Angeles,CA,"[""poweronly""]",4.0,not specified,yes,Other,2019-06-04 01:57:05+00:00,2019-06-11 19:46:29+00:00,7.0,yes,,2020-05-19,2020-09-23,8,0,256,256,0,93,93
83532,2020-06-24,Wednesday,2020,17934,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2019-01-16,2020-06-24,1,73,0,73,18,0,18
83533,2018-10-02,Tuesday,2018,9312,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2018-01-20,2018-10-02,4,70,0,70,242,0,242
83534,2020-11-03,Tuesday,2020,21995,U0109656,Owner Operator,Against The Grain,Los Angeles,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-04-24 23:46:28+00:00,2020-05-27 20:54:02+00:00,398.0,no,,2020-06-03,2020-11-03,1,97,0,97,2,0,2
83535,2017-09-05,Tuesday,2017,33,U0000048,Owner Operator,iDC Logistics,Sierra Madre,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-10-20 12:37:11+00:00,,,no,,2015-10-14,2017-09-05,4,0,0,0,669,0,669
83536,2020-10-11,Sunday,2020,22194,U0109844,Owner Operator,LA Trucker Transport LLC,Compton,CA,"[""poweronly""]",1.0,not specified,yes,Other,2019-04-29 19:03:13+00:00,2019-04-30 23:11:16+00:00,1.0,yes,,2019-05-01,2020-10-11,6,257,826,1083,148,34,182
83537,2019-02-12,Tuesday,2019,17388,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2018-12-22,2019-02-12,1,195,0,195,233,0,233
83538,2021-01-12,Tuesday,2021,37460,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2021-01-05,2021-01-12,3,0,0,0,0,0,0
83539,2020-12-23,Wednesday,2020,31206,C0096762,Fleet,MONTES CORPORATION,Los Angeles,CA,"[""dryvan"", ""poweronly""]",17.0,yes,yes,Other,2019-10-17 22:14:38+00:00,2019-10-17 22:16:16+00:00,0.0,no,,2019-12-03,2020-12-23,3,62,85,147,22,14,36
83540,2018-12-17,Monday,2018,17060,C0090298,Fleet,OT Trucklines,Los Angeles,CA,"[""poweronly""]",18.0,yes,no,Other,2016-09-15 00:53:15+00:00,2018-12-10 23:00:17+00:00,816.0,no,,2018-12-14,2018-12-17,1,0,0,0,2,0,2
83541,2020-07-10,Friday,2020,34483,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-14,2020-07-10,1,0,0,0,0,0,0
83542,2020-02-03,Monday,2020,20443,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2019-03-14,2020-02-03,4,205,0,205,307,0,307
83543,2019-09-13,Friday,2019,13650,C0092782,Fleet,Mex-Cal Truckline,San Diego,CA,"[""dryvan""]",1.0,yes,no,Other,2018-08-14 17:31:41+00:00,,,no,,2018-08-28,2019-09-13,1,0,0,0,1119,0,1119
83544,2020-08-06,Thursday,2020,35544,C0097242,Fleet,MRH TRUCKING,Los Angeles,CA,"[""poweronly""]",2.0,yes,yes,Other,2019-12-23 19:23:40+00:00,2020-02-11 20:58:05+00:00,50.0,yes,,2020-08-06,2020-08-06,1,0,317,317,0,34,34
83545,2017-05-22,Monday,2017,4626,C0090390,Fleet,Kings Express,Whittier,CA,"[""dryvan""]",5.0,not specified,no,Other,2017-01-06 19:05:55+00:00,,,no,,2017-01-27,2017-05-22,1,0,0,0,20,0,20
83546,2019-08-27,Tuesday,2019,22757,U0110383,Owner Operator,Sobrero Logistics LLC ,Riverbank,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-05-11 20:15:35+00:00,2019-07-18 20:47:25+00:00,68.0,no,,2019-07-29,2019-08-27,1,31,0,31,1,0,1
83547,2020-10-06,Tuesday,2020,21995,U0109656,Owner Operator,Against The Grain,Los Angeles,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-04-24 23:46:28+00:00,2020-05-27 20:54:02+00:00,398.0,no,,2020-06-03,2020-10-06,1,97,0,97,2,0,2
83548,2018-05-22,Tuesday,2018,9935,C0091573,Fleet,Global Express Trucking Corp.,San Diego,CA,"[""dryvan"", ""poweronly""]",5.0,not specified,no,Other,2018-02-09 18:42:22+00:00,2021-02-06 02:22:17+00:00,1092.0,no,,2018-02-13,2018-05-22,2,2,0,2,382,0,382
83549,2018-09-12,Wednesday,2018,12626,U0101064,Owner Operator,3Sixty Logistics,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-07-05 23:49:56+00:00,2020-07-14 20:33:17+00:00,739.0,no,,2018-09-12,2018-09-12,1,0,0,0,5,0,5
83550,2019-07-06,Saturday,2019,22589,U0110221,Owner Operator,F Juan Trucking,Escondido,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2019-05-08 05:26:51+00:00,2019-05-20 17:04:54+00:00,12.0,no,,2019-07-02,2019-07-06,1,36,1,37,1,0,1
83551,2018-10-02,Tuesday,2018,14707,C0092379,Fleet,Dong Fang Marketing Inc,Baldwin Park,CA,"[""dryvan""]",16.0,not specified,no,Other,2018-06-11 23:04:58+00:00,2019-10-22 18:35:55+00:00,497.0,no,,2018-10-02,2018-10-02,1,5,0,5,0,0,0
83552,2019-08-08,Thursday,2019,17534,C0093936,Fleet,ALEXANDER ZELAYA,Los Angeles,CA,"[""poweronly""]",2.0,yes,yes,Other,2018-12-28 19:27:56+00:00,2018-12-28 19:28:09+00:00,0.0,yes,,2018-12-29,2019-08-08,4,55,53,108,103,3,106
83553,2019-10-08,Tuesday,2019,26533,C0090880,Fleet,KLF transport inc,Stockton,CA,"[""dryvan""]",18.0,not specified,no,Other,2017-08-31 06:24:09+00:00,2019-05-24 21:56:09+00:00,631.0,no,,2019-08-08,2019-10-08,1,29,0,29,10,0,10
83554,2016-06-01,Wednesday,2016,237,C0090004,Fleet,IDC OTR,City of industry,CA,"[""dryvan"", ""reefer""]",17.0,not specified,no,Other,2016-01-07 18:49:14+00:00,,,no,,2015-01-26,2016-06-01,1,0,0,0,114,0,114
83555,2020-05-16,Saturday,2020,34246,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,no,,2020-04-27,2020-05-16,1,0,0,0,21,0,21
83556,2021-02-10,Wednesday,2021,37496,C0098214,Fleet,PRIME TRANS INC,Los Angeles,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-09-21 23:56:21+00:00,2020-09-24 23:13:16+00:00,2.0,no,,2021-01-07,2021-02-10,4,0,0,0,0,66,66
83557,2021-01-13,Wednesday,2021,33499,C0097561,Fleet,ADC TRANSPORT INC,Paramount,CA,"[""poweronly""]",9.0,yes,yes,Other,2020-02-27 00:41:40+00:00,2020-02-28 22:31:09+00:00,1.0,no,,2020-03-03,2021-01-13,9,28,278,306,0,323,323
83558,2019-11-25,Monday,2019,15861,U0103911,Owner Operator,About Time Transport Inc ,Rialto,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-11-05 19:14:39+00:00,2018-12-07 19:07:38+00:00,31.0,no,,2018-11-29,2019-11-25,1,10,0,10,1,0,1
83559,2018-12-05,Wednesday,2018,11657,U0100300,Owner Operator,dpl trucking inc,Alhambra,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-05-17 13:36:26+00:00,2019-06-05 18:23:55+00:00,384.0,no,,2018-08-20,2018-12-05,1,2,0,2,39,0,39
83560,2017-06-17,Saturday,2017,612,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2017-06-17,1,0,0,0,159,0,159
83561,2016-04-22,Friday,2016,688,U0090605,Owner Operator,Elite Logistics Inc,NOGALES,AZ,"[""dryvan""]",1.0,not specified,no,Other,2016-03-30 21:58:36+00:00,,,no,,2016-04-07,2016-04-22,3,0,0,0,19,0,19
83562,2019-06-04,Tuesday,2019,22261,C0095142,Fleet,I CAN TRUCKING INC.,Ontario,CA,"[""poweronly"", ""dryvan""]",6.0,yes,no,Other,2019-04-30 22:28:02+00:00,2019-04-30 22:30:49+00:00,0.0,no,,2019-05-05,2019-06-04,1,9,16,25,141,93,234
83563,2020-02-11,Tuesday,2020,32394,C0093339,Fleet,"1 K Transportation, LLC",Carson,CA,"[""dryvan"", ""boxtruck""]",10.0,not specified,no,Other,2018-10-17 18:45:04+00:00,2019-08-21 16:43:33+00:00,307.0,no,,2020-01-13,2020-02-11,2,15,28,43,1,0,1
83564,2020-06-03,Wednesday,2020,27330,C0096246,Fleet,"BLACK & WHITE TRANSPORT, INC.",San Diego,CA,"[""dryvan"", ""poweronly""]",13.0,yes,no,Other,2019-08-21 14:48:05+00:00,2019-08-21 14:48:22+00:00,0.0,no,,2019-08-26,2020-06-03,1,5,0,5,4,0,4
83565,2020-11-22,Sunday,2020,35544,C0097242,Fleet,MRH TRUCKING,Los Angeles,CA,"[""poweronly""]",2.0,yes,yes,Other,2019-12-23 19:23:40+00:00,2020-02-11 20:58:05+00:00,50.0,yes,,2020-08-06,2020-11-22,2,0,317,317,0,34,34
83566,2020-02-18,Tuesday,2020,17388,C0093895,Fleet,EJG TRUCKING,Los Angeles,CA,"[""dryvan"", ""boxtruck""]",11.0,yes,no,Other,2018-12-21 20:37:29+00:00,2018-12-21 20:44:26+00:00,0.0,no,,2018-12-22,2020-02-18,1,195,0,195,233,0,233
83567,2016-06-28,Tuesday,2016,484,C0090071,Fleet,J&G Transportation Group Inc,Los Angeles,CA,"[""dryvan""]",15.0,not specified,no,Other,2016-03-01 22:16:59+00:00,,,no,,2016-04-25,2016-06-28,1,1,0,1,16,0,16
83568,2017-12-19,Tuesday,2017,7989,U0097161,Owner Operator,CLM Transport,Baldwin Park,CA,"[""dryvan""]",1.0,not specified,no,Other,2017-09-23 00:09:19+00:00,2019-04-15 16:25:36+00:00,569.0,no,,2017-10-20,2017-12-19,2,194,0,194,62,0,62
83569,2021-02-16,Tuesday,2021,31690,U0118858,Owner Operator,FERNANDEZ TRANSPORTATION INC,South Gate,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-12-14 00:41:13+00:00,2020-06-18 21:41:18+00:00,187.0,yes,,2020-08-10,2021-02-16,7,0,429,429,0,145,145
83570,2021-02-10,Wednesday,2021,37410,U0123636,Owner Operator,Davalos transport.inc,California City,CA,"[""poweronly""]",1.0,not specified,no,Mobile,2020-12-30 02:15:33+00:00,2021-01-07 01:11:46+00:00,7.0,no,,2021-01-08,2021-02-10,1,0,39,39,0,2,2
83571,2019-03-07,Thursday,2019,14588,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2018-09-24,2019-03-07,1,19,0,19,99,0,99
83572,2020-11-19,Thursday,2020,15657,U0103739,Owner Operator,apple tree transportation inc,Monterey Park,CA,"[""poweronly""]",1.0,yes,yes,Other,2018-10-29 21:38:53+00:00,2020-02-20 01:37:09+00:00,478.0,yes,,2020-03-25,2020-11-19,3,1,525,526,0,183,183
83573,2016-05-16,Monday,2016,150,U0090189,Owner Operator,Five Star Calif Rental Inc,Norwalk,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-12-01 01:31:59+00:00,,,no,,2015-12-01,2016-05-16,1,0,0,0,35,0,35
83574,2018-11-05,Monday,2018,12886,C0092544,Fleet,meras trucking inc,Bell,CA,"[""dryvan"", ""poweronly""]",15.0,not specified,no,Other,2018-07-10 20:08:03+00:00,2019-03-07 23:11:26+00:00,240.0,no,California (Central)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern)|California (Southern)->Utah|California (Southern)->Texas (El Paso Region),2018-03-07,2018-11-05,1,30,0,30,290,0,290
83575,2021-01-09,Saturday,2021,37296,U0123543,Owner Operator,FRE TRUCKING INC,Rosemead,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-12-17 23:40:41+00:00,2020-12-18 20:46:52+00:00,0.0,yes,,2020-12-19,2021-01-09,5,0,96,96,0,9,9
83576,2017-08-24,Thursday,2017,4451,U0094250,Owner Operator,Exclusive Transport inc,Downey,CA,"[""dryvan""]",1.0,not specified,no,Other,2017-01-04 19:58:09+00:00,,,no,,2017-01-24,2017-08-24,2,2,0,2,399,0,399
83577,2020-02-11,Tuesday,2020,30333,C0096938,Fleet,cwjj transportation,Hacienda Heights,CA,"[""dryvan""]",2.0,yes,yes,Other,2019-11-04 20:09:04+00:00,2019-11-04 20:09:20+00:00,0.0,yes,,2019-11-06,2020-02-11,2,66,28,94,10,19,29
83578,2021-02-04,Thursday,2021,36873,U0123167,Owner Operator,ETL Transportation Inc.,Mission Viejo,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-11-16 22:03:17+00:00,2020-11-16 22:13:45+00:00,0.0,yes,,2020-11-21,2021-02-04,5,0,329,329,0,20,20
83579,2019-07-25,Thursday,2019,18323,U0105984,Owner Operator,BETANCOURT TRUCKING,Montebello,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-01-21 21:24:29+00:00,2019-01-21 21:28:13+00:00,0.0,no,,2019-01-24,2019-07-25,1,0,0,0,306,0,306
83580,2016-06-01,Wednesday,2016,867,C0090004,Fleet,IDC OTR,City of industry,CA,"[""dryvan"", ""reefer""]",17.0,not specified,no,Other,2016-01-07 18:49:14+00:00,,,no,,2016-05-10,2016-06-01,1,0,0,0,46,0,46
83581,2020-11-26,Thursday,2020,36873,U0123167,Owner Operator,ETL Transportation Inc.,Mission Viejo,CA,"[""poweronly""]",1.0,yes,yes,Other,2020-11-16 22:03:17+00:00,2020-11-16 22:13:45+00:00,0.0,yes,,2020-11-21,2020-11-26,2,0,329,329,0,20,20
83582,2020-12-31,Thursday,2020,34481,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2020-05-15,2020-12-31,1,0,0,0,0,0,0
83583,2021-02-04,Thursday,2021,35850,U0122279,Owner Operator,K  &  A TRUCKING ,Los Angeles,CA,"[""dryvan""]",1.0,not specified,no,Mobile,2020-08-30 04:52:44+00:00,2020-11-18 20:22:33+00:00,80.0,no,,2020-12-18,2021-02-04,4,11,50,61,0,0,0
83584,2019-12-03,Tuesday,2019,25740,U0113229,Owner Operator,D&E TRUCKING ,Compton,CA,"[""boxtruck""]",1.0,not specified,no,Mobile,2019-07-16 17:16:09+00:00,2019-11-25 20:55:00+00:00,132.0,no,,2019-11-28,2019-12-03,2,0,0,0,16,0,16
83585,2018-10-30,Tuesday,2018,10223,C0091672,Fleet,A&I Transport,Downey,CA,"[""dryvan""]",9.0,yes,no,Other,2018-02-28 19:26:19+00:00,,,no,,2018-03-05,2018-10-30,1,62,0,62,80,0,80
83586,2020-12-22,Tuesday,2020,30309,C0093547,Fleet,USA Diamonds Trucking,Maywood,CA,"[""poweronly""]",38.0,yes,no,Other,2018-11-12 20:33:34+00:00,2019-03-01 16:49:14+00:00,108.0,no,California (Southern)->California (Northern)|California (Southern)->Arizona|California (Southern)->Nevada (Northern)|California (Southern)->Nevada (Southern),2019-11-08,2020-12-22,1,100,18,118,19,1,20
83587,2017-05-08,Monday,2017,5993,C0090164,Fleet,Ronnie Hillman Logistics,Albany,GA,"[""dryvan"", ""reefer""]",9.0,not specified,no,Other,2016-05-16 16:17:01+00:00,,,no,,2017-04-13,2017-05-08,1,1,0,1,15,0,15
83588,2018-02-27,Tuesday,2018,9310,C0091081,Fleet,Cross World Logistics,Rowland Heights,CA,"[""dryvan""]",24.0,yes,no,Other,2017-11-04 00:40:00+00:00,2020-07-07 21:38:48+00:00,976.0,no,,2018-01-18,2018-02-27,1,2,0,2,0,0,0
83589,2020-11-24,Tuesday,2020,17852,C0094015,Fleet,Pacific United transportation LLC,Compton,CA,"[""poweronly""]",2.0,yes,yes,Other,2019-01-09 16:28:54+00:00,2019-01-09 16:30:36+00:00,0.0,yes,,2019-01-11,2020-11-24,4,4,61,65,0,192,192
83590,2019-01-29,Tuesday,2019,17939,C0094042,Fleet,Chumato Transportation,Montebello,CA,"[""poweronly""]",3.0,yes,no,Other,2019-01-11 23:49:31+00:00,2019-01-11 23:56:52+00:00,0.0,no,,2019-01-13,2019-01-29,3,45,0,45,8,1,9
83591,2018-12-22,Saturday,2018,14505,U0102745,Owner Operator,EM trucking,Fontana,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-09-20 20:48:21+00:00,2019-06-05 17:13:03+00:00,257.0,no,,2018-10-16,2018-12-22,1,14,0,14,169,0,169
83592,2018-10-30,Tuesday,2018,13557,C0092813,Fleet,Campos Trucking inc,Compton,CA,"[""poweronly""]",4.0,yes,yes,Other,2018-08-17 20:11:01+00:00,2019-03-25 17:54:43+00:00,219.0,yes,,2018-08-29,2018-10-30,1,15,8,23,87,0,87
83593,2017-07-29,Saturday,2017,613,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-03-15,2017-07-29,1,0,0,0,110,0,110
83594,2018-08-29,Wednesday,2018,12931,C0092635,Fleet,RMP TRANSPORT,Bell Gardens,CA,"[""poweronly""]",3.0,yes,no,Other,2018-07-20 20:11:29+00:00,,,no,,2018-07-22,2018-08-29,1,2,0,2,50,0,50
83595,2019-11-21,Thursday,2019,12167,U0100731,Owner Operator,Brian Transportation Llc,Los Angeles,CA,"[""dryvan""]",1.0,yes,yes,Other,2018-06-13 14:45:26+00:00,2018-11-17 00:31:03+00:00,156.0,yes,,2018-10-13,2019-11-21,1,31,43,74,6,6,12
83596,2019-08-19,Monday,2019,23280,C0095383,Fleet,H&P TRUCKING,Bellflower,CA,"[""dryvan"", ""poweronly""]",8.0,not specified,no,Other,2019-05-17 22:51:50+00:00,2019-05-17 22:51:58+00:00,0.0,no,,2019-05-20,2019-08-19,1,42,6,48,1,0,1
83597,2018-11-12,Monday,2018,11435,U0100114,Owner Operator,N G A Trucking LLC,Anaheim,CA,"[""poweronly""]",1.0,not specified,no,Other,2018-05-07 18:59:11+00:00,2020-11-11 01:45:09+00:00,918.0,no,,2018-10-24,2018-11-12,1,75,45,120,11,0,11
83598,2021-01-12,Tuesday,2021,36206,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2021-01-05,2021-01-12,2,0,0,0,0,0,0
83599,2017-02-04,Saturday,2017,1282,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-08-04,2017-02-04,1,0,0,0,164,0,164
83600,2017-12-01,Friday,2017,7459,C0090796,Fleet,JC Transport,Compton,CA,"[""dryvan""]",15.0,yes,no,Other,2017-08-10 19:55:27+00:00,,,no,,2017-08-10,2017-12-01,1,0,0,0,82,0,82
